0,1,2,3,4,5,6,7,8,9,Y
0.42044477363024146,0.11006664468290106,0.2414180184983916,0.08681033257421941,0.03134465174418423,0.00921394141379165,0.01978825103003752,0.007530284898767861,0.010860660231634192,0.06252244129583104,0
0.06577829716451192,0.028085438451689603,0.00999223991841363,0.01697804672520868,0.04873653984271345,0.006995411216015496,0.029949548645201416,0.0026791484605550612,0.7617335082191974,0.029071821356493183,8
0.0867546472205072,0.02260839222492045,0.05408482531756812,0.03098085904376076,0.11426088442510261,0.13438935654712833,0.2977241280197249,0.011059580296997188,0.1542254679619162,0.093911858942374,8
0.028219860593411205,0.8900297277277969,0.005542740513780886,0.013434434102365991,0.02360807332590378,0.0027421610206894527,0.014508001358087854,0.002682049070095985,0.013463472881330978,0.005769479406537638,1
0.20894394926635143,0.04583638937122031,0.09806626389208878,0.06371587615288657,0.09244163626209427,0.06527368499877546,0.2811297389840183,0.019834482302757302,0.0464621998012249,0.07829577896858278,6
0.08821317255596843,0.031247077937276185,0.03616400038594998,0.03809942323569465,0.19184326900057894,0.16840062462578426,0.21845939097984737,0.016065671530224368,0.09133805060732814,0.12016931914134787,1
0.009911456906593804,0.9391528956593322,0.002302319336967027,0.016823204588997057,0.013050530617781966,0.004621870025425968,0.00405717552225258,0.0004664528549426218,0.0015817281860778373,0.008032366301628983,1
0.15911445827737594,0.8122730712296914,0.0015464751039898652,0.0125891152649599,0.0022644520121725955,0.00036432645729891146,0.002948719270144487,0.00037275003710377825,0.004499674702033822,0.004026957645229142,1
0.07473229645291835,0.017202432740323816,0.02517213280353677,0.012495119752238363,0.14642653757206672,0.17476713559152837,0.44993735675858376,0.013888429006386184,0.03491881208109252,0.0504597472413253,6
0.06776042610283749,0.016350529743171263,0.03456544517986637,0.023181823427395068,0.07849364960847831,0.1467318451944264,0.44038661925452416,0.02148860316868496,0.05313874900581827,0.1179023093147974,3
0.8340875103454995,0.034938915262101716,0.018702760639206648,0.013920622191559573,0.024467362326501152,0.0023314831774385305,0.03184609931709853,0.0054391058798882895,0.006910217703752697,0.027355923156953278,0
0.044374775248007654,0.048222186360024864,0.1028583873931985,0.19248240184557844,0.06112765841769773,0.05482825968815709,0.011929126355241165,0.4193452246112581,0.012573500220967782,0.05225847985986802,7
0.04039780526604336,0.8539697432815707,0.017842698742271085,0.019985153251638677,0.03084927443229965,0.0024433902535488028,0.006646773997933292,0.007009070326181932,0.0061090192696534205,0.014747071178859265,1
0.3120817420767802,0.178580865803203,0.2753327094949325,0.030764669427614886,0.03645506687923352,0.033794066728706905,0.04476461962811676,0.0033974872873895863,0.025363997195978125,0.05946477547804443,2
0.24669547267498645,0.029509879610899976,0.09796336294557191,0.040011384155288175,0.08508524894401048,0.06994841278910822,0.21749837900286298,0.016630765679115627,0.034151058638654856,0.1625060355595016,0
0.10177402585589246,0.024807749508804558,0.05177336545254744,0.017191740758980698,0.04777962913625936,0.025467904770857887,0.12827206359917173,0.38813448264115064,0.05653350334755721,0.15826553492877773,7
0.06782512615629782,0.033648351679795775,0.5398629571784955,0.018779095074888997,0.03591739941641359,0.10551805248959602,0.07682641207280691,0.015809534878275706,0.008180270812573782,0.09763280024085624,2
0.015868899726928766,0.008937316521319013,0.9352258837021005,0.03667245758817702,0.0009968696211606614,9.403282409006871e-05,0.0007830226953310684,0.00014890377955797994,0.0003117478765311625,0.0009608656648036213,2
0.026605468436837493,0.007066516025529477,0.01442048873191291,0.015395002480306681,0.015596859813295404,0.06800264595626049,0.06822344606723242,0.746542274713941,0.014248381778779032,0.023898915995905608,7
0.14545808469422794,0.1775447363503433,0.03380425910888401,0.25212978836623423,0.24436678979335852,0.013582056131983681,0.048456913968849075,0.008768000868194216,0.03429930996826947,0.04159006074965578,8
0.7750467428669849,0.1363571797595359,0.01290686434020173,0.007745316849649709,0.011984885644384534,0.0035766964765081666,0.02286706877056976,0.0009990835436286176,0.0017227616368364438,0.026793400111700408,0
0.005886311017084381,0.07336236288070686,0.0030134446429712983,0.19227941239000337,0.03830456221533346,0.004236156869981933,0.00845982525832632,0.007208676838881791,0.6544864596409665,0.012762788245744361,8
0.04357945702720958,0.01806097316654472,0.8943028675244249,0.003030593822834936,0.015296241187088491,0.002641809678181863,0.007795045894292542,0.0008971675884469282,0.006515667184929578,0.007880176926046154,2
0.18290034382042678,0.7694620497943334,0.004519722427017661,0.015789629435183503,0.023578996589656547,0.0009959667270601367,0.0008090192654546125,0.00037725297395047107,0.0007140124437828744,0.0008530065231344686,0
0.2844325555577696,0.022127119211070113,0.2890162668454443,0.02005646996116627,0.03332170653275415,0.055200628243774384,0.151779386889307,0.013678135542612603,0.020508532137415554,0.10987919907868562,2
9.860394149910347e-11,1.1062201089598573e-10,0.9999967810787099,3.11275024377562e-06,2.0293490003907908e-08,1.8208882398481108e-08,1.1139827061088195e-08,2.5037631480407104e-08,1.2562473846460587e-08,1.8719515595731565e-08,2
0.2951269215824448,0.0701838259833297,0.019005686680748857,0.018791752488299486,0.16628467046205656,0.018423765259955694,0.23662693033600682,0.007474899471470895,0.08994470953634892,0.07813683819933755,6
0.13129296108445507,0.041298342169951215,0.03365996020739092,0.0628267448255857,0.3058578039507105,0.09591035082223086,0.1291266069003592,0.03320042049319476,0.10210291831973693,0.06472389122638465,8
0.5653306019351078,0.07006309607923392,0.0664647982050229,0.05912003268303995,0.05302817071975711,0.02660855628208521,0.03143798340352268,0.035457212668113934,0.011173135996003683,0.08131641202811364,0
0.2110036196036122,0.20238651812766936,0.09355018994216077,0.037668033936782856,0.2422269713718185,0.07877607034138434,0.07373084880723671,0.003410502794671605,0.013179302282943822,0.04406794279171987,0
0.0693529014791809,0.013653652316111447,0.04671269437357294,0.02789797261125368,0.08240373139746156,0.6195915523801895,0.09902034177200415,0.006562526849293454,0.010878933188117716,0.023925693632814854,5
0.5375888430959787,0.038219028615860205,0.03275970478803426,0.041476582913366235,0.17841894118275708,0.0073313725864732485,0.05894373636454476,0.003568873918027991,0.017986927059950763,0.08370598947500714,0
0.7682647321473817,0.20661756923905691,0.006718527943642674,0.012629239383050082,0.0026461713541031714,0.0005547569039025842,0.0017286776717198684,0.00013561092435153936,0.00020049678020438145,0.0005042176525868093,0
0.17035578603633067,0.07440115504685953,0.10018998911907734,0.19692042162484666,0.06920018069877161,0.03771838474441797,0.23208973463065566,0.00453987976437367,0.01525364817136454,0.09933082016330236,6
0.07580438276073347,0.014334350339338824,0.04502062253910533,0.01637868211443949,0.08516069378173179,0.14102397129540237,0.5002107489286534,0.014538253781131187,0.035898377894289055,0.07162991656517553,2
0.09388892787784958,0.022459354751065877,0.26410601754478713,0.018019539694027698,0.07225914352871231,0.22248556947480827,0.22595759716042013,0.009061979781185494,0.0164538106947129,0.05530805949243031,2
0.06513548649158658,0.01912171739223925,0.05348390560352486,0.03464948955206401,0.10188885650694973,0.1341166181583858,0.3282955070036177,0.02001815677293932,0.14944881392695636,0.09384144859173621,8
0.00382287276372922,0.9724109948196058,0.0012545805755537459,0.003944464338640101,0.014845435078390012,0.00017265759584131322,0.002011762807530805,0.0001472707124631641,0.0011576983984563324,0.00023226290978929187,1
0.03535049565015799,0.026160349528778465,0.007680070334176181,0.19583876756866203,0.04674482235512058,0.002535762424765353,0.007101571108120679,0.010213158242047275,0.6458250578580348,0.022549944930136318,8
0.08070550946725719,0.21220804750718497,0.037061518093821376,0.09037718936712291,0.13111431054450481,0.30642558929622815,0.011935140005842108,0.0074479685265363745,0.031465015600830315,0.0912597115906719,5
0.04021963191961533,0.8945897044356838,0.004282262433647978,0.005096208773105511,0.029508856559481433,0.00303934934698123,0.010024415331837342,0.0006351886631956122,0.003939735874545418,0.008664646661906417,1
0.1325491708993276,0.03309674155746989,0.12112847826720036,0.04782355996354705,0.11062521412238215,0.1146715230688173,0.31960214596283776,0.02767885322869163,0.05153216436525336,0.04129214856447296,6
0.07655648817216726,0.10731887168276538,0.03638803453975003,0.25249557335592854,0.042543271169611985,0.00566826081297668,0.018049723309723754,0.022183555832383114,0.16818992744198222,0.27060629368271105,9
0.04601145747839565,0.08303715159643743,0.11393864820563081,0.01802759376153087,0.5843000043758825,0.05910051607752981,0.011564524534214306,0.008849433337486478,0.06044852129580718,0.014722149337084569,4
0.21559861509946196,0.05608392523682275,0.08740319263872261,0.07741429204925503,0.10392653776561622,0.09431478571625744,0.0602720860032412,0.009844007868722552,0.12995857430888236,0.16518398331301737,9
0.15685675925876208,0.028970518129905327,0.0068057975649297355,0.3050225372153478,0.3148038310931233,0.007033227318565643,0.05696909571698203,0.022447593348089028,0.043042719888459424,0.05804792046583533,4
0.24681306677154408,0.07974798450778449,0.022483469470498067,0.03535131764227766,0.15612022123069147,0.12140514676943275,0.13583957597739685,0.006909379303266014,0.10410233669939832,0.09122750162771077,0
0.20894029471912837,0.2619803387923879,0.034143420332355415,0.01634003996047121,0.21980237845754205,0.018197649630704422,0.11371471138523337,0.009674826607350565,0.056165970723490215,0.06104036939133615,8
